TransactionID,CustomerID,Coustmer Name,ProductID,TransactionDate,Quantity,TotalValue,Price,Region,ProductName,Category
T00250,C0045,Michael Williams,P074,14-07-2024,4,1182.32,295.58,Asia,SoundWave Desk Lamp,Home Decor
T00325,C0152,Justin Evans,P074,22-06-2024,1,295.58,295.58,South America,SoundWave Desk Lamp,Home Decor
T00382,C0163,Tiffany Cain,P074,01-03-2024,4,1182.32,295.58,South America,SoundWave Desk Lamp,Home Decor
T00438,C0037,Linda Smith,P074,15-07-2024,3,886.74,295.58,Europe,SoundWave Desk Lamp,Home Decor
T00537,C0012,Kevin May,P074,25-12-2024,1,295.58,295.58,South America,SoundWave Desk Lamp,Home Decor
T00743,C0172,Jamie Webb,P074,21-01-2024,3,886.74,295.58,Europe,SoundWave Desk Lamp,Home Decor
T00796,C0166,John Rogers,P074,12-08-2024,3,886.74,295.58,Europe,SoundWave Desk Lamp,Home Decor
T00839,C0089,Paul Carter,P074,03-12-2024,3,886.74,295.58,Europe,SoundWave Desk Lamp,Home Decor
T00885,C0170,Logan Harris,P074,13-09-2024,3,886.74,295.58,Europe,SoundWave Desk Lamp,Home Decor
T00061,C0126,Caitlin Brown,P032,16-01-2024,2,977.26,488.63,South America,BookWorld Cookbook,Books
T00116,C0127,Kathryn Stevens,P032,15-08-2024,1,488.63,488.63,Europe,BookWorld Cookbook,Books
T00319,C0139,Ricky Gutierrez,P032,17-01-2024,1,488.63,488.63,North America,BookWorld Cookbook,Books
T00320,C0179,Donald Miller,P032,06-04-2024,3,1465.89,488.63,Europe,BookWorld Cookbook,Books
T00465,C0173,Francisco Young,P032,24-05-2024,2,977.26,488.63,Asia,BookWorld Cookbook,Books
T00499,C0065,Gerald Hines,P032,18-07-2024,4,1954.52,488.63,North America,BookWorld Cookbook,Books
T00513,C0023,Nicholas Cain,P032,11-11-2024,2,977.26,488.63,Europe,BookWorld Cookbook,Books
T00577,C0082,Aimee Taylor,P032,19-10-2024,2,977.26,488.63,South America,BookWorld Cookbook,Books
T00821,C0050,Ryan Davis,P032,04-04-2024,2,977.26,488.63,North America,BookWorld Cookbook,Books
T00867,C0171,Michael Cowan,P032,23-10-2024,3,1465.89,488.63,South America,BookWorld Cookbook,Books
T00987,C0015,Tina Duran,P032,10-02-2024,1,488.63,488.63,North America,BookWorld Cookbook,Books
T00064,C0037,Linda Smith,P009,15-09-2024,1,325.01,325.01,Europe,BookWorld Wall Art,Home Decor
T00311,C0129,Marcus Livingston,P009,30-09-2024,2,650.02,325.01,South America,BookWorld Wall Art,Home Decor
T00397,C0187,Kayla Kelly,P009,04-07-2024,1,325.01,325.01,South America,BookWorld Wall Art,Home Decor
T00477,C0162,Edwin Watson,P009,14-10-2024,3,975.03,325.01,Asia,BookWorld Wall Art,Home Decor
T00530,C0079,Brian Murillo,P009,02-05-2024,2,650.02,325.01,North America,BookWorld Wall Art,Home Decor
T00651,C0172,Jamie Webb,P009,12-06-2024,2,650.02,325.01,Europe,BookWorld Wall Art,Home Decor
T00677,C0100,Clinton Gomez,P009,05-03-2024,4,1300.04,325.01,Europe,BookWorld Wall Art,Home Decor
T00065,C0049,Jason Yates,P081,01-02-2024,1,66.32,66.32,North America,HomeSense Sweater,Clothing
T00081,C0077,Scott Sims,P081,02-11-2024,4,265.28,66.32,South America,HomeSense Sweater,Clothing
T00092,C0189,Sherri Dixon,P081,15-04-2024,3,198.96,66.32,North America,HomeSense Sweater,Clothing
T00103,C0091,Lisa Kirk,P081,13-08-2024,4,265.28,66.32,South America,HomeSense Sweater,Clothing
T00111,C0082,Aimee Taylor,P081,16-09-2024,4,265.28,66.32,South America,HomeSense Sweater,Clothing
T00387,C0173,Francisco Young,P081,18-05-2024,3,198.96,66.32,Asia,HomeSense Sweater,Clothing
T00486,C0111,Roger David,P081,03-07-2024,4,265.28,66.32,Europe,HomeSense Sweater,Clothing
T00512,C0183,Kimberly Johnson,P081,08-01-2024,1,66.32,66.32,North America,HomeSense Sweater,Clothing
T00668,C0053,Albert Burke,P081,21-01-2024,2,132.64,66.32,Europe,HomeSense Sweater,Clothing
T00715,C0033,Tyler Holt,P081,05-07-2024,2,132.64,66.32,North America,HomeSense Sweater,Clothing
T00898,C0108,David Davis,P081,26-07-2024,1,66.32,66.32,South America,HomeSense Sweater,Clothing
T00939,C0010,Aaron Cox,P081,29-03-2024,3,198.96,66.32,Europe,HomeSense Sweater,Clothing
T00960,C0147,Hunter Fuller,P081,10-09-2024,1,66.32,66.32,South America,HomeSense Sweater,Clothing
T00066,C0041,Lindsey Deleon,P011,21-01-2024,4,1044.80,261.20,Europe,SoundWave Desk Lamp,Home Decor
T00415,C0169,Jennifer Shaw,P011,13-03-2024,4,1044.80,261.20,South America,SoundWave Desk Lamp,Home Decor
T00521,C0148,Matthew Rogers,P011,11-06-2024,4,1044.80,261.20,South America,SoundWave Desk Lamp,Home Decor
T00601,C0161,Jessica Warren,P011,15-08-2024,1,261.20,261.20,Asia,SoundWave Desk Lamp,Home Decor
T00698,C0119,David Armstrong,P011,26-12-2024,1,261.20,261.20,Europe,SoundWave Desk Lamp,Home Decor
T00712,C0134,Theresa Gonzalez,P011,23-09-2024,3,783.60,261.20,Asia,SoundWave Desk Lamp,Home Decor
T00848,C0108,David Davis,P011,25-09-2024,2,522.40,261.20,South America,SoundWave Desk Lamp,Home Decor
T00868,C0039,Angela Harris,P011,08-09-2024,4,1044.80,261.20,South America,SoundWave Desk Lamp,Home Decor
T00977,C0136,Kristen Holder,P011,16-01-2024,4,1044.80,261.20,Asia,SoundWave Desk Lamp,Home Decor
T00998,C0024,Michele Cooley,P011,19-06-2024,2,522.40,261.20,North America,SoundWave Desk Lamp,Home Decor
T00067,C0017,Jennifer King,P096,31-03-2024,2,614.94,307.47,Europe,SoundWave Headphones,Electronics
T00085,C0001,Lawrence Carroll,P096,08-04-2024,2,614.94,307.47,South America,SoundWave Headphones,Electronics
T00117,C0164,Morgan Perez,P096,25-03-2024,2,614.94,307.47,Europe,SoundWave Headphones,Electronics
T00279,C0059,Mrs. Kimberly Wright,P096,09-09-2024,1,307.47,307.47,North America,SoundWave Headphones,Electronics
T00350,C0020,Mr. Manuel Conway,P096,30-01-2024,3,922.41,307.47,North America,SoundWave Headphones,Electronics
T00467,C0045,Michael Williams,P096,16-03-2024,3,922.41,307.47,Asia,SoundWave Headphones,Electronics
T00610,C0021,Robert Blanchard,P096,12-10-2024,2,614.94,307.47,Asia,SoundWave Headphones,Electronics
T00645,C0007,Paul Graves,P096,25-08-2024,3,922.41,307.47,Asia,SoundWave Headphones,Electronics
T00666,C0044,Kenneth Alexander,P096,27-06-2024,1,307.47,307.47,Europe,SoundWave Headphones,Electronics
T00724,C0117,Jeffrey Mcmahon,P096,22-07-2024,3,922.41,307.47,North America,SoundWave Headphones,Electronics
T00735,C0104,Laura Bennett,P096,04-11-2024,4,1229.88,307.47,South America,SoundWave Headphones,Electronics
T00748,C0119,David Armstrong,P096,13-10-2024,1,307.47,307.47,Europe,SoundWave Headphones,Electronics
T00764,C0026,Sara Miller,P096,09-10-2024,4,1229.88,307.47,North America,SoundWave Headphones,Electronics
T00794,C0161,Jessica Warren,P096,20-05-2024,1,307.47,307.47,Asia,SoundWave Headphones,Electronics
T00819,C0075,Misty Higgins,P096,08-10-2024,2,614.94,307.47,Europe,SoundWave Headphones,Electronics
T00070,C0051,Nicholas Ellis,P017,11-12-2024,4,1879.08,469.77,Europe,ActiveWear Textbook,Books
T00180,C0073,Heidi Johnson,P017,11-03-2024,2,939.54,469.77,Europe,ActiveWear Textbook,Books
T00224,C0171,Michael Cowan,P017,06-07-2024,4,1879.08,469.77,South America,ActiveWear Textbook,Books
T00324,C0104,Laura Bennett,P017,11-08-2024,1,469.77,469.77,South America,ActiveWear Textbook,Books
T00341,C0011,Bryan Mathews,P017,26-12-2024,2,939.54,469.77,South America,ActiveWear Textbook,Books
T00503,C0013,Lauren Buchanan,P017,26-07-2024,4,1879.08,469.77,South America,ActiveWear Textbook,Books
T00558,C0169,Jennifer Shaw,P017,29-11-2024,4,1879.08,469.77,South America,ActiveWear Textbook,Books
T00571,C0137,Robert Gardner,P017,01-02-2024,2,939.54,469.77,South America,ActiveWear Textbook,Books
T00682,C0131,Scott Wilson,P017,01-04-2024,2,939.54,469.77,North America,ActiveWear Textbook,Books
T00971,C0023,Nicholas Cain,P017,22-06-2024,1,469.77,469.77,Europe,ActiveWear Textbook,Books
T00072,C0167,Brandy Welch,P048,23-05-2024,3,1249.20,416.40,Europe,TechPro Cookbook,Books
T00280,C0175,Matthew Johnson,P048,09-05-2024,2,832.80,416.40,Asia,TechPro Cookbook,Books
T00298,C0042,Heather Riley,P048,09-11-2024,1,416.40,416.40,North America,TechPro Cookbook,Books
T00322,C0099,Rodney Eaton,P048,17-02-2024,3,1249.20,416.40,South America,TechPro Cookbook,Books
T00357,C0147,Hunter Fuller,P048,15-11-2024,1,416.40,416.40,South America,TechPro Cookbook,Books
T00371,C0155,Michelle Brown,P048,15-05-2024,4,1665.60,416.40,South America,TechPro Cookbook,Books
T00548,C0185,Kathleen Logan,P048,06-01-2024,3,1249.20,416.40,North America,TechPro Cookbook,Books
T00550,C0154,Robert Sharp,P048,24-04-2024,3,1249.20,416.40,North America,TechPro Cookbook,Books
T00608,C0025,Gregory Odom,P048,13-06-2024,2,832.80,416.40,South America,TechPro Cookbook,Books
T00657,C0100,Clinton Gomez,P048,04-08-2024,1,416.40,416.40,Europe,TechPro Cookbook,Books
T00771,C0200,Kelly Cross,P048,10-09-2024,4,1665.60,416.40,Asia,TechPro Cookbook,Books
T00786,C0174,Tracy Steele,P048,07-08-2024,4,1665.60,416.40,South America,TechPro Cookbook,Books
T00811,C0141,Paul Parsons,P048,03-06-2024,4,1665.60,416.40,Europe,TechPro Cookbook,Books
T00844,C0118,Jacob Holt,P048,18-12-2024,4,1665.60,416.40,South America,TechPro Cookbook,Books
T00950,C0068,Mark Cox,P048,28-02-2024,4,1665.60,416.40,North America,TechPro Cookbook,Books
T00073,C0183,Kimberly Johnson,P052,13-11-2024,2,709.62,354.81,North America,SoundWave Jacket,Clothing
T00101,C0008,David Li,P052,16-09-2024,4,1419.24,354.81,North America,SoundWave Jacket,Clothing
T00351,C0169,Jennifer Shaw,P052,03-12-2024,4,1419.24,354.81,South America,SoundWave Jacket,Clothing
T00460,C0099,Rodney Eaton,P052,02-05-2024,2,709.62,354.81,South America,SoundWave Jacket,Clothing
T00988,C0165,Juan Mcdaniel,P052,06-09-2024,4,1419.24,354.81,South America,SoundWave Jacket,Clothing
T00076,C0141,Paul Parsons,P065,23-09-2024,3,1282.83,427.61,Europe,BookWorld Sweater,Clothing
T00110,C0084,Belinda Garner,P065,13-08-2024,2,855.22,427.61,Asia,BookWorld Sweater,Clothing
T00139,C0118,Jacob Holt,P065,13-04-2024,1,427.61,427.61,South America,BookWorld Sweater,Clothing
T00288,C0049,Jason Yates,P065,22-01-2024,1,427.61,427.61,North America,BookWorld Sweater,Clothing
T00306,C0021,Robert Blanchard,P065,27-06-2024,3,1282.83,427.61,Asia,BookWorld Sweater,Clothing
T00383,C0048,Matthew Park,P065,22-11-2024,2,855.22,427.61,South America,BookWorld Sweater,Clothing
T00540,C0034,Dalton Perez,P065,08-05-2024,2,855.22,427.61,North America,BookWorld Sweater,Clothing
T00569,C0107,Dana Cantrell,P065,22-10-2024,3,1282.83,427.61,South America,BookWorld Sweater,Clothing
T00585,C0056,Erika Fernandez,P065,31-01-2024,2,855.22,427.61,Asia,BookWorld Sweater,Clothing
T00888,C0055,Lauren Williams,P065,24-05-2024,2,855.22,427.61,North America,BookWorld Sweater,Clothing
T00892,C0022,Teresa Esparza,P065,06-04-2024,4,1710.44,427.61,Asia,BookWorld Sweater,Clothing
T00077,C0192,Sarah Arias,P063,15-06-2024,3,100.77,33.59,South America,TechPro Novel,Books
T00104,C0174,Tracy Steele,P063,12-01-2024,3,100.77,33.59,South America,TechPro Novel,Books
T00216,C0193,Douglas Torres,P063,22-03-2024,3,100.77,33.59,Asia,TechPro Novel,Books
T00353,C0012,Kevin May,P063,22-10-2024,1,33.59,33.59,South America,TechPro Novel,Books
T00378,C0175,Matthew Johnson,P063,03-08-2024,3,100.77,33.59,Asia,TechPro Novel,Books
T00413,C0021,Robert Blanchard,P063,24-01-2024,3,100.77,33.59,Asia,TechPro Novel,Books
T00459,C0075,Misty Higgins,P063,17-01-2024,4,134.36,33.59,Europe,TechPro Novel,Books
T00760,C0090,Charles Hamilton,P063,03-01-2024,1,33.59,33.59,Asia,TechPro Novel,Books
T00853,C0098,Laura Gilbert,P063,23-12-2024,4,134.36,33.59,North America,TechPro Novel,Books
T00078,C0011,Bryan Mathews,P089,23-03-2024,3,662.73,220.91,South America,HomeSense Bluetooth Speaker,Electronics
T00153,C0094,Emily Trevino,P089,05-11-2024,3,662.73,220.91,North America,HomeSense Bluetooth Speaker,Electronics
T00245,C0120,Francisco Diaz,P089,28-04-2024,4,883.64,220.91,South America,HomeSense Bluetooth Speaker,Electronics
T00291,C0109,Abigail Jones,P089,27-01-2024,2,441.82,220.91,North America,HomeSense Bluetooth Speaker,Electronics
T00390,C0113,Joseph Ortiz Jr.,P089,04-02-2024,4,883.64,220.91,South America,HomeSense Bluetooth Speaker,Electronics
T00773,C0068,Mark Cox,P089,08-12-2024,3,662.73,220.91,North America,HomeSense Bluetooth Speaker,Electronics
T00883,C0170,Logan Harris,P089,10-05-2024,4,883.64,220.91,Europe,HomeSense Bluetooth Speaker,Electronics
T00082,C0127,Kathryn Stevens,P088,25-08-2024,1,263.55,263.55,Europe,SoundWave Headphones,Electronics
T00130,C0191,Samantha Gibson DVM,P088,15-08-2024,1,263.55,263.55,South America,SoundWave Headphones,Electronics
T00424,C0114,Benjamin Anderson,P088,23-09-2024,4,1054.20,263.55,Europe,SoundWave Headphones,Electronics
T00461,C0072,Sarah Scott,P088,17-09-2024,1,263.55,263.55,North America,SoundWave Headphones,Electronics
T00556,C0050,Ryan Davis,P088,17-11-2024,3,790.65,263.55,North America,SoundWave Headphones,Electronics
T00751,C0096,Benjamin Mcclure,P088,11-03-2024,2,527.10,263.55,South America,SoundWave Headphones,Electronics
T00954,C0179,Donald Miller,P088,10-10-2024,4,1054.20,263.55,Europe,SoundWave Headphones,Electronics
T00985,C0068,Mark Cox,P088,30-07-2024,2,527.10,263.55,North America,SoundWave Headphones,Electronics
T00083,C0046,Beth Cardenas,P066,08-04-2024,4,1348.88,337.22,North America,SoundWave Textbook,Books
T00195,C0023,Nicholas Cain,P066,02-11-2024,1,337.22,337.22,Europe,SoundWave Textbook,Books
T00225,C0126,Caitlin Brown,P066,20-06-2024,3,1011.66,337.22,South America,SoundWave Textbook,Books
T00267,C0037,Linda Smith,P066,30-06-2024,3,1011.66,337.22,Europe,SoundWave Textbook,Books
T00505,C0147,Hunter Fuller,P066,29-07-2024,2,674.44,337.22,South America,SoundWave Textbook,Books
T00596,C0175,Matthew Johnson,P066,30-09-2024,1,337.22,337.22,Asia,SoundWave Textbook,Books
T00609,C0094,Emily Trevino,P066,19-03-2024,1,337.22,337.22,North America,SoundWave Textbook,Books
T00623,C0146,Brittany Harvey,P066,12-07-2024,3,1011.66,337.22,Asia,SoundWave Textbook,Books
T00838,C0101,Kelsey Roberts,P066,24-07-2024,1,337.22,337.22,Asia,SoundWave Textbook,Books
T00921,C0017,Jennifer King,P066,01-12-2024,4,1348.88,337.22,Europe,SoundWave Textbook,Books
T00924,C0116,James Martinez,P066,02-04-2024,1,337.22,337.22,North America,SoundWave Textbook,Books
T00084,C0045,Michael Williams,P015,02-08-2024,4,635.72,158.93,Asia,HomeSense Headphones,Electronics
T00114,C0068,Mark Cox,P015,28-05-2024,1,158.93,158.93,North America,HomeSense Headphones,Electronics
T00333,C0101,Kelsey Roberts,P015,28-12-2024,3,476.79,158.93,Asia,HomeSense Headphones,Electronics
T00526,C0156,William Adams,P015,01-01-2024,4,635.72,158.93,North America,HomeSense Headphones,Electronics
T00599,C0013,Lauren Buchanan,P015,15-08-2024,1,158.93,158.93,South America,HomeSense Headphones,Electronics
T00801,C0021,Robert Blanchard,P015,06-02-2024,1,158.93,158.93,Asia,HomeSense Headphones,Electronics
T00893,C0101,Kelsey Roberts,P015,24-03-2024,1,158.93,158.93,Asia,HomeSense Headphones,Electronics
T00989,C0129,Marcus Livingston,P015,28-05-2024,3,476.79,158.93,South America,HomeSense Headphones,Electronics
T00088,C0019,Brandon Rodriguez,P001,30-01-2024,2,338.60,169.30,Europe,ActiveWear Biography,Books
T00314,C0024,Michele Cooley,P001,24-09-2024,4,677.20,169.30,North America,ActiveWear Biography,Books
T00428,C0071,Taylor Murphy,P001,02-08-2024,2,338.60,169.30,South America,ActiveWear Biography,Books
T00433,C0036,Brian Aguilar DDS,P001,05-05-2024,2,338.60,169.30,North America,ActiveWear Biography,Books
T00449,C0191,Samantha Gibson DVM,P001,12-12-2024,1,169.30,169.30,South America,ActiveWear Biography,Books
T00545,C0105,Ryan Hampton,P001,24-06-2024,2,338.60,169.30,Europe,ActiveWear Biography,Books
T00732,C0045,Michael Williams,P001,13-08-2024,2,338.60,169.30,Asia,ActiveWear Biography,Books
T00758,C0017,Jennifer King,P001,28-05-2024,3,507.90,169.30,Europe,ActiveWear Biography,Books
T00095,C0189,Sherri Dixon,P093,13-09-2024,2,609.88,304.94,North America,TechPro Vase,Home Decor
T00211,C0007,Paul Graves,P093,29-03-2024,4,1219.76,304.94,Asia,TechPro Vase,Home Decor
T00335,C0118,Jacob Holt,P093,06-04-2024,2,609.88,304.94,South America,TechPro Vase,Home Decor
T00547,C0079,Brian Murillo,P093,30-07-2024,4,1219.76,304.94,North America,TechPro Vase,Home Decor
T00586,C0179,Donald Miller,P093,31-08-2024,1,304.94,304.94,Europe,TechPro Vase,Home Decor
T00629,C0100,Clinton Gomez,P093,06-04-2024,1,304.94,304.94,Europe,TechPro Vase,Home Decor
T00630,C0031,Tina Miller,P093,08-10-2024,2,609.88,304.94,South America,TechPro Vase,Home Decor
T00899,C0141,Paul Parsons,P093,30-04-2024,1,304.94,304.94,Europe,TechPro Vase,Home Decor
T00096,C0161,Jessica Warren,P073,23-03-2024,3,80.97,26.99,Asia,ComfortLiving Laptop,Electronics
T00277,C0029,Erin Manning,P073,01-10-2024,4,107.96,26.99,North America,ComfortLiving Laptop,Electronics
T00317,C0111,Roger David,P073,19-06-2024,4,107.96,26.99,Europe,ComfortLiving Laptop,Electronics
T00336,C0147,Hunter Fuller,P073,16-11-2024,3,80.97,26.99,South America,ComfortLiving Laptop,Electronics
T00388,C0081,Kimberly Turner,P073,11-04-2024,1,26.99,26.99,Europe,ComfortLiving Laptop,Electronics
T00494,C0055,Lauren Williams,P073,01-10-2024,2,53.98,26.99,North America,ComfortLiving Laptop,Electronics
T00519,C0054,Bruce Rhodes,P073,02-06-2024,2,53.98,26.99,Asia,ComfortLiving Laptop,Electronics
T00583,C0198,Rebecca Ray,P073,04-10-2024,1,26.99,26.99,Europe,ComfortLiving Laptop,Electronics
T00661,C0049,Jason Yates,P073,25-05-2024,2,53.98,26.99,North America,ComfortLiving Laptop,Electronics
T00955,C0149,Tina Wilson,P073,29-08-2024,2,53.98,26.99,Europe,ComfortLiving Laptop,Electronics
T00099,C0103,Jennifer Munoz,P006,30-09-2024,1,121.32,121.32,Europe,ActiveWear Rug,Home Decor
T00134,C0051,Nicholas Ellis,P006,03-01-2024,2,242.64,121.32,Europe,ActiveWear Rug,Home Decor
T00143,C0003,Michael Rivera,P006,16-06-2024,3,363.96,121.32,South America,ActiveWear Rug,Home Decor
T00181,C0181,Alexander Barker,P006,21-07-2024,4,485.28,121.32,South America,ActiveWear Rug,Home Decor
T00226,C0139,Ricky Gutierrez,P006,02-10-2024,2,242.64,121.32,North America,ActiveWear Rug,Home Decor
T00273,C0134,Theresa Gonzalez,P006,14-04-2024,4,485.28,121.32,Asia,ActiveWear Rug,Home Decor
T00321,C0017,Jennifer King,P006,20-06-2024,3,363.96,121.32,Europe,ActiveWear Rug,Home Decor
T00389,C0081,Kimberly Turner,P006,20-01-2024,3,363.96,121.32,Europe,ActiveWear Rug,Home Decor
T00478,C0124,Lindsay Perez,P006,12-04-2024,4,485.28,121.32,Europe,ActiveWear Rug,Home Decor
T00506,C0053,Albert Burke,P006,18-09-2024,1,121.32,121.32,Europe,ActiveWear Rug,Home Decor
T00613,C0037,Linda Smith,P006,30-09-2024,3,363.96,121.32,Europe,ActiveWear Rug,Home Decor
T00679,C0138,Cynthia Clayton,P006,06-09-2024,4,485.28,121.32,Asia,ActiveWear Rug,Home Decor
T00772,C0104,Laura Bennett,P006,16-06-2024,2,242.64,121.32,South America,ActiveWear Rug,Home Decor
T00108,C0177,Julia Kelly,P055,04-11-2024,1,128.53,128.53,Asia,BookWorld Biography,Books
T00255,C0107,Dana Cantrell,P055,27-02-2024,4,514.12,128.53,South America,BookWorld Biography,Books
T00429,C0030,Mark Brock,P055,15-12-2024,3,385.59,128.53,North America,BookWorld Biography,Books
T00463,C0142,Nicole Long DVM,P055,25-05-2024,2,257.06,128.53,Asia,BookWorld Biography,Books
T00466,C0034,Dalton Perez,P055,23-10-2024,4,514.12,128.53,North America,BookWorld Biography,Books
T00639,C0109,Abigail Jones,P055,12-03-2024,3,385.59,128.53,North America,BookWorld Biography,Books
T00822,C0011,Bryan Mathews,P055,08-05-2024,3,385.59,128.53,South America,BookWorld Biography,Books
T00850,C0029,Erin Manning,P055,03-03-2024,2,257.06,128.53,North America,BookWorld Biography,Books
T00872,C0088,Carlos Murray,P055,02-06-2024,1,128.53,128.53,Asia,BookWorld Biography,Books
T00941,C0041,Lindsey Deleon,P055,20-07-2024,1,128.53,128.53,Europe,BookWorld Biography,Books
T00109,C0175,Matthew Johnson,P064,20-11-2024,4,1809.68,452.42,Asia,HomeSense Running Shoes,Clothing
T00145,C0198,Rebecca Ray,P064,29-09-2024,2,904.84,452.42,Europe,HomeSense Running Shoes,Clothing
T00552,C0096,Benjamin Mcclure,P064,11-12-2024,4,1809.68,452.42,South America,HomeSense Running Shoes,Clothing
T00628,C0141,Paul Parsons,P064,19-08-2024,1,452.42,452.42,Europe,HomeSense Running Shoes,Clothing
T00636,C0054,Bruce Rhodes,P064,28-01-2024,3,1357.26,452.42,Asia,HomeSense Running Shoes,Clothing
T00671,C0013,Lauren Buchanan,P064,23-08-2024,1,452.42,452.42,South America,HomeSense Running Shoes,Clothing
T00688,C0116,James Martinez,P064,22-05-2024,1,452.42,452.42,North America,HomeSense Running Shoes,Clothing
T00889,C0200,Kelly Cross,P064,03-10-2024,3,1357.26,452.42,Asia,HomeSense Running Shoes,Clothing
T00972,C0106,Amanda Mcguire,P064,01-11-2024,3,1357.26,452.42,Asia,HomeSense Running Shoes,Clothing
T00999,C0024,Michele Cooley,P064,24-02-2024,1,452.42,452.42,North America,HomeSense Running Shoes,Clothing
T00113,C0194,Stacy Cook,P090,26-08-2024,1,165.30,165.30,North America,ComfortLiving Biography,Books
T00220,C0157,Miguel Wong,P090,21-06-2024,1,165.30,165.30,North America,ComfortLiving Biography,Books
T00234,C0176,Nicole Booth,P090,07-07-2024,4,661.20,165.30,North America,ComfortLiving Biography,Books
T00689,C0024,Michele Cooley,P090,30-05-2024,2,330.60,165.30,North America,ComfortLiving Biography,Books
T00716,C0055,Lauren Williams,P090,02-04-2024,2,330.60,165.30,North America,ComfortLiving Biography,Books
T00720,C0126,Caitlin Brown,P090,08-01-2024,1,165.30,165.30,South America,ComfortLiving Biography,Books
T00917,C0113,Joseph Ortiz Jr.,P090,18-01-2024,2,330.60,165.30,South America,ComfortLiving Biography,Books
T00937,C0116,James Martinez,P090,30-10-2024,1,165.30,165.30,North America,ComfortLiving Biography,Books
T00119,C0147,Hunter Fuller,P018,13-03-2024,1,436.89,436.89,South America,ComfortLiving Mystery Book,Books
T00411,C0064,Martha Montgomery,P018,06-02-2024,4,1747.56,436.89,Europe,ComfortLiving Mystery Book,Books
T00507,C0019,Brandon Rodriguez,P018,28-05-2024,1,436.89,436.89,Europe,ComfortLiving Mystery Book,Books
T00606,C0196,Laura Watts,P018,06-08-2024,3,1310.67,436.89,Europe,ComfortLiving Mystery Book,Books
T00722,C0016,Emily Woods,P018,31-07-2024,4,1747.56,436.89,North America,ComfortLiving Mystery Book,Books
T00779,C0052,Stanley Aguirre,P018,29-08-2024,3,1310.67,436.89,South America,ComfortLiving Mystery Book,Books
T00870,C0187,Kayla Kelly,P018,02-05-2024,4,1747.56,436.89,South America,ComfortLiving Mystery Book,Books
T00120,C0156,William Adams,P083,27-02-2024,1,455.72,455.72,North America,ActiveWear Smartwatch,Electronics
T00133,C0194,Stacy Cook,P083,26-09-2024,3,1367.16,455.72,North America,ActiveWear Smartwatch,Electronics
T00138,C0051,Nicholas Ellis,P083,26-04-2024,4,1822.88,455.72,Europe,ActiveWear Smartwatch,Electronics
T00168,C0023,Nicholas Cain,P083,26-09-2024,3,1367.16,455.72,Europe,ActiveWear Smartwatch,Electronics
T00289,C0141,Paul Parsons,P083,03-12-2024,3,1367.16,455.72,Europe,ActiveWear Smartwatch,Electronics
T00313,C0191,Samantha Gibson DVM,P083,23-04-2024,1,455.72,455.72,South America,ActiveWear Smartwatch,Electronics
T00445,C0001,Lawrence Carroll,P083,07-05-2024,2,911.44,455.72,South America,ActiveWear Smartwatch,Electronics
T00594,C0183,Kimberly Johnson,P083,29-10-2024,3,1367.16,455.72,North America,ActiveWear Smartwatch,Electronics
T00632,C0016,Emily Woods,P083,11-07-2024,1,455.72,455.72,North America,ActiveWear Smartwatch,Electronics
T00670,C0046,Beth Cardenas,P083,03-08-2024,2,911.44,455.72,North America,ActiveWear Smartwatch,Electronics
T00831,C0184,Tina Jacobs,P083,19-05-2024,2,911.44,455.72,South America,ActiveWear Smartwatch,Electronics
T00845,C0154,Robert Sharp,P083,31-12-2023,2,911.44,455.72,North America,ActiveWear Smartwatch,Electronics
T00887,C0066,Catherine White,P083,28-08-2024,3,1367.16,455.72,Europe,ActiveWear Smartwatch,Electronics
T00121,C0168,Karen Clements MD,P043,23-10-2024,4,1617.60,404.40,South America,SoundWave Novel,Books
T00151,C0131,Scott Wilson,P043,19-12-2024,2,808.80,404.40,North America,SoundWave Novel,Books
T00254,C0174,Tracy Steele,P043,30-06-2024,2,808.80,404.40,South America,SoundWave Novel,Books
T00342,C0054,Bruce Rhodes,P043,24-01-2024,3,1213.20,404.40,Asia,SoundWave Novel,Books
T00356,C0115,Joshua Hamilton,P043,22-12-2024,4,1617.60,404.40,Asia,SoundWave Novel,Books
T00572,C0155,Michelle Brown,P043,21-09-2024,2,808.80,404.40,South America,SoundWave Novel,Books
T00790,C0084,Belinda Garner,P043,13-08-2024,1,404.40,404.40,Asia,SoundWave Novel,Books
T00837,C0139,Ricky Gutierrez,P043,20-09-2024,2,808.80,404.40,North America,SoundWave Novel,Books
T00841,C0019,Brandon Rodriguez,P043,01-07-2024,1,404.40,404.40,Europe,SoundWave Novel,Books
T00907,C0160,Jodi Cook,P043,15-02-2024,4,1617.60,404.40,North America,SoundWave Novel,Books
T00931,C0114,Benjamin Anderson,P043,04-09-2024,4,1617.60,404.40,Europe,SoundWave Novel,Books
T00122,C0084,Belinda Garner,P035,12-09-2024,2,61.18,30.59,Asia,ActiveWear T-Shirt,Clothing
T00246,C0088,Carlos Murray,P035,05-12-2024,3,91.77,30.59,Asia,ActiveWear T-Shirt,Clothing
T00329,C0008,David Li,P035,17-12-2024,4,122.36,30.59,North America,ActiveWear T-Shirt,Clothing
T00446,C0164,Morgan Perez,P035,25-02-2024,2,61.18,30.59,Europe,ActiveWear T-Shirt,Clothing
